word,frequency
matchups,1
pass,396
muster,25
purists,19
hundred,151
percent,34
accuracy,70
beyond,970
put,2340
aside,477
book,2202
consider,449
prominence,11
post,261
unresolved,31
quandary,7
itbr,1011
arrival,82
scratcher,1
regalia,3
joke,557
majors,16
headquarters,19
gotten,246
troublebr,16
ironically,121
meeting,228
subsequent,119
tea,88
reader,70
callie,4
hattie,11
mcdaniel,9
hadnt,261
noticed,298
reminded,337
awful,1604
favorite,1141
forties,34
mantan,11
moreland,11
looked,1061
hamming,17
owl,15
hoot,78
toobr,131
portrayed,582
depiction,183
vying,14
reagan,57
arrogance,33
flamboyance,4
remembers,56
portrayal,505
close,984
richard,648
mulligans,1
1970s,216
lets,981
topbr,20
manner,351
persevered,3
maintain,107
gamble,23
risky,30
venture,70
loyalty,61
led,357
discipline,24
developed,335
confrontation,69
arch,22
declared,34
dependent,41
remark,35
stated,118
7,454
mickael,2
curtiz,15
adventures,182
robin,290
hood,162
tired,383
dictatorial,4
decided,661
reunion,57
happy,845
portrays,214
debuts,5
portrait,122
transported,46
passion,342
carried,165
forget,721
california,184
joe,527
queens,85
buttler,2
song,988
garryowen,3
mrs,292
diabolic,5
eternal,63
remains,419
epic,335
freso,1
onabout,1
1970,73
sincethis,1
impression,387
remainthe,1
heroicwhen,1
wisest,5
position,177
rousing,51
entertainment,752
somei,2
silver,146
provide,320
custerhowever,1
contribute,56
represented,72
semidocumentary,3
mennelli,1
wherein,49
talked,137
accomplishments,10
valuable,80
providing,125
glimpse,122
setthis,1
considered,430
terribly,243
enjoyableyet,1
ability,446
enjoyment,119
lost,1352
wellcuster,1
ranked,21
34,44
graduating,12
of34much,1
rankingbut,1
68,29
entered,68
1857half,1
flunked,4
graduation,70
dayjune,1
241861it,1
suggested,106
various,613
instructors,8
determining,6
fit,522
certain,815
sides,209
sargeant,2
low,1312
accidenthis,1
squadron,24
hellyour,1
sargeantreprimands,1
tapeif,1
iam,12
mistaken,96
initial,173
battlefield,42
acknowledged,25
doing,1493
reliable,49
attaché,3
sheridanbut,1
hancocks,5
forces,258
potomac,3
mcclellanthere,1
truth,663
audacity,18
attributed,29
heroics,18
illustrated,22
counterattack,3
spurred,6
boldly,10
plunged,17
among,778
stunned,72
confederatesas,1
lone,179
surrounded,107
rebelscusters,1
shone,21
throughhe,1
surrender,49
enemy,254
soldiersincluding,1
rebel,77
captainyet,1
outstanding,360
personally,431
captured,309
flag,62
potomacthis,1
notable,149
marked,86
promiserobert,1
lbatemanarmchair,1
generalthere,1
custerthe,1
reasons,562
purposesthough,1
jumping,129
gun,559
tom,647
die,766
wellthey,1
honorable,34
distinction,47
3,1417
awarded,31
twice,333
careerthe,1
list,510
engagements,2
motion,346
officerhe,2
either,1697
chancellorsville,1
fredericksburg,1
antietam,2
captain,349
mcclellan,5
replaced,144
meansand,1
informationdiscovered,1
wrapped,106
cigars,13
lees,37
plans,211
split,108
forcesand,1
failed,437
17,105
hoursit,2
speculated,4
occurred,94
lincoln,45
permanently,32
promotion,35
victory,67
gettysburgpahis,1
occupied,42
area,331
called,1328
cemetery,68
ridge,5
field,260
summer,352
1863,2
defeat,79
rebels,62
2300i,1
discussionthere,1
speculation,21
appointment,14
blunder,18
corner,120
established,124
petition,17
governor,26
state,540
michigan,12
cause,536
preparing,48
form,685
regimentsthough,1
severely,87
admonished,2
shenanigan,2
braid,1
accident,311
believethe,1
defense,88
prohibited,3
unions,10
rear,51
stores,64
vitally,5
protected,24
flankthis,1
timed,36
coincide,11
picketts,1
likelihood,13
successit,1
critical,190
bravest,5
besthis,1
lived,371
tell,1630
blame,303
birth,156
nation,104
commencing,3
longrunning,7
travesties,7
greater,187
examples,164
apart,556
names,419
grant,123
spelt,9
geography,9
correct,219
wiped,23
hyperbole,7
invention,54
ludicrous,154
limits,108
throw,398
downright,169
hackneyed,66
purest,12
exposition,72
wifes,90
learning,157
phony,87
rush,144
excuse,377
invasion,80
testimony,21
congress,17
pleading,6
rights,177
red,614
storming,5
presidents,32
beg,46
honestly,458
comical,155
corniness,8
actioner,24
dashing,40
dehavilland,11
beguiling,14
barnstorming,2
crowd,265
tumultuous,13
ford,288
taught,95
liberty,49
valance,3
legend,234
closer,172
hey,410
rollicking,11
wonderfully,272
classic,1670
featuring,234
1941,46
accurate,302
contrasted,28
1940,50
highbr,11
starring,426
vehicles,50
whereas,162
dutch,71
portraying,198
egomaniacal,5
cavalryman,4
virginian,5
took,1127
onbr,163
propensity,10
large,564
warners,27
repertory,7
company,533
employed,61
giving,796
authenticity,54
happening,347
baconmrs,1
costar,74
sharpe,19
samuel,104
chief,200
californy,1
grapwin,1
phillip,45
bacons,6
maid,68
chock,21
uncredited,35
skilled,48
sawyer,22
eleanor,43
parker,139
minor,403
watson,91
tod,11
andrews,126
irving,19
roy,155
barcroft,1
lane,222
chandler,17
spencer,65
charters,6
frank,397
ferguson,14
forrest,34
eldridge,2
russell,172
hicks,36
hopper,119
hoppity,24
hooper,31
eddie,257
keane,3
fred,153
kelsey,23
sam,410
patrick,195
mcvey,1
orth,3
addison,9
richards,52
ray,429
teal,6
jim,411
thorpe,19
allamerican,30
minerva,2
urecal,1
dick,163
wessel,1
gig,29
morebr,94
goings,32
slows,30
necessity,30
assignment,60
ultimate,238
destiny,76
montana,40
guidance,35
griffith,77
veteran,205
hits,270
greatly,153
array,45
looking,2354
matthew,122
brady,32
photos,63
punctuates,4
expedites,1
overboard,38
thus,385
risking,21
turning,320
farce,112
actuallybr,8
previously,195
mentioned,490
factual,53
predecessor,71
mention,806
honest,467
schultz,39
scouts,26
wasnt,2167
bits,326
artistic,312
literary,73
license,63
impossible,449
incident,155
included,256
screenplay,574
erroneous,7
inclusion,51
invocation,3
accidentally,192
rank,106
gag,141
helped,327
underscored,9
light,795
carefree,32
permeated,4
collaborated,13
characterization,121
legendary,179
recreation,29
lakota,1
cheyenne,21
fukowi,1
occurrence,21
june,81
1876,5
shock,334
national,294
psyche,55
japanese,548
attack,367
pearl,104
harbor,61
december,34
atrocities,34
perpetrated,11
islamic,19
fascists,6
yorks,22
twin,103
trade,104
towers,55
united,231
states,316
armed,97
pentagon,7
arlington,16
virginia,83
11,158
2002br,3
ii,339
incidents,71
intentionally,70
demonstrations,4
virtues,28
needed,644
global,66
conflict,273
finishing,58
theatrical,205
release,755
periodbr,22
poodle,16
schnitz,7
recollect,4
frequent,93
teaming,27
remembered,239
sweeping,66
saga,66
enters,108
falls,760
luscious,20
tenure,6
death,1907
mounts,4
laurels,17
questionable,69
recanting,1
texts,15
rewritten,23
writers,602
wally,17
kline,44
aeneas,2
mackenzie,15
warped,38
proportion,20
hence,165
politicians,70
charley,37
grapewin,1
spuriously,1
absent,88
corporation,46
reclaim,8
land,434
systematic,9
genocide,8
peoples,230
cleverly,88
arnold,119
schwartzenegger,2
albert,163
schweitzer,2
ignoble,1
oozes,22
pore,4
melts,8
loyal,99
heroine,226
resident,54
stock,308
deliver,316
cameos,111
loose,297
rendering,45
favor,252
yarn,25
ample,36
fodder,54
saturday,202
matinée,22
sunday,153
cooing,3
sweetheart,38
grain,27
scale,189
nicely,277
rendered,79
deep,728
solid,443
blacks,103
clean,224
whites,54
fading,20
transitions,41
audio,131
cleaned,27
adequate,88
listening,171
level,828
inaccuracies,39
documented,22
intended,405
succeeds,166
tailored,13
villainous,48
noble,95
pathos,55
glaringly,16
banks,49
filmed,821
desert,328
golden,301
fictionalized,23
account,181
remarkable,268
regard,132
tries,1148
usamerican,2
native,238
leader,317
favorable,22
tempted,61
unqualified,6
anticuster,1
stance,21
unbalanced,22
comparison,279
mislead,16
,1138
unreliable,9
famed,28
fighter,112
husbandbr,13
begins,644
recalcitrance,2
insubordinate,1
punitive,1
exercise,146
monroe,67
intends,34
court,144
outbreak,28
calls,341
bravery,27
sequence,829
devoted,107
engagement,40
southern,198
travels,143
courts,15
matrimony,4
marriedbr,6
demoted,14
painstakingly,11
process,334
professional,304
intervenes,9
former,504
generalinchief,1
trains,62
elite,60
unit,89
desirous,5
greedy,64
businessmen,21
corrupt,133
decide,487
build,267
lands,95
violation,8
treaties,3
explicitly,20
acknowledges,9
justice,326
horses,129
conspiracy,108
moneyed,3
interests,66
letter,180
writes,101
eve,122
battlebr,8
westerns,212
1940s,120
confederacy,12
denigrated,3
courtship,15
livvy,1
undercurrent,25
racism,186
african,186
servants,30
elizabeths,8
servant,64
stereotypical,203
overweight,61
goodnatured,25
superstitious,11
mammybr,1
fault,234
greed,76
companies,76
pressuring,5
semicriminal,1
breaking,193
assurances,3
insinuation,4
entrepreneurs,3
remotely,177
hint,145
makers,381
communist,87
sympathizersbr,1
needless,129
omits,5
overly,216
aggressive,50
tactics,68
bordered,8
foolhardy,4
overstates,3
importance,120
lack,1044
reconnaissance,5
exploits,46
brandy,16
station,342
trevilian,1
feats,12
decisive,12
suggestsbr,3
event,306
wellmade,58
performers,132
negative,321
productions,185
racist,162
minstrelization,1
noteworthy,50
stressing,5
derided,6
bette,51
davis,174
et,112
albr,3
drunk,223
doom,84
cold,468
calculating,15
vaunted,3
tracy,60
donebr,53
p,115
huntley,5
jr,290
lt,47
butler,85
baffling,34
stopped,193
shortly,132
afterwards,107
thought,3353
itone,3
seendespite,1
aspectsthis,1
accurateloosen,1
upthere,1
forgiven,54
grandhow,1
wasnow,1
ticket,95
aboutyou,1
exacty,1
naysayers,9
antiflynn,1
syndromethis,1
conservative,74
rooted,33
syndrome,71
closely,141
related,156
antielvisantialianticlintonantikennedy,1
syndromesusually,1
caused,197
fear,457
unconventional,53
beliefsif,1
minded,57
politics,170
artyou,2
classicsbut,1
timei,12
waynes,67
cowboys,43
purposes,87
yourself,895
oh,1394
rent,726
older,567
watchbr,97
personality,322
allows,205
ends,867
marriage,304
arrogant,110
suave,35
cute,534
flirting,21
meet,652
chemistry,431
impressive,440
comedic,288
laughbr,30
costumes,388
script,2757
corny,224
debatable,12
1942,42
primed,5
fantasy,445
revisionism,6
enough,3372
clue,203
precedence,7
expectations,355
fulfilled,33
admittedly,115
waybr,179
biased,73
criticized,42
retelling,42
subtly,68
solidly,9
manifest,16
unvarnished,3
instance,234
attempted,154
whitewash,4
foolish,62
reallife,128
entrance,44
gate,109
pompousness,5
2,2204
miserable,99
record,253
cluelessness,2
service,209
factor,206
stupidbr,45
ridiculous,897
halfexpected,3
marx,53
abbott,69
costello,91
wander,58
scenebr,98
4,945
whitewashed,4
tactical,10
leadership,21
reckless,45
wildly,88
luckybr,1
5,937
ignoredbr,7
ways,743
reinforcements,4
stereotype,114
ignorant,79
savage,109
justified,57
attacking,72
fairly,604
laid,122
